phase,name,type,version,layer,role,connects_to,interfaces,source,repo_url,crate_url,direct_dependencies,dependency_count_est,language_or_stack,deployment_form,maturity,license,last_verified_year,notes,status,gap_or_conflict,conflicts_with,missing_depends_on,priority,rationale,selected_primary,option_2,option_3,decision_notes,dependencies,reverse_dependencies,ecosystem,tags,security_notes
Phase 3 (Swarm & P2P),ruv-swarm-core,crate,1.0.6,Swarm/Core,Agent traits + orchestration core,,,user_list,https://github.com/ruvnet/ruv-FANN,https://crates.io/crates/ruv-swarm-core,"serde, uuid, async-trait",3.0,Rust,,,,,,needs_verification,,,,,,,,,,"serde, uuid, async-trait","ruv-swarm-agents, ruv-swarm-cli, ruv-swarm-daa, ruv-swarm-mcp, ruv-swarm-ml, ruv-swarm-persistence",QuDAG/rev.io,"swarm, agents",
Phase 4: Swarm/mesh + distributed inference,holochain,crate,,L4: Swarm + Audit,Holochain runtime/conductor (client-server architecture) for agent apps,agent nodes; DHT gossip; source chain audit,Conductor API,https://crates.io/crates/holochain,,https://crates.io/crates/holochain,,,Rust,crate,,,2025.0,,candidate,conflict,"qudag-network, synaptic-neural-mesh, libp2p stack",,P2,Alternative full-stack agent substrate with immutable source chain and gossip; may replace QuDAG+custom audit path if adopted wholesale.,,,,,,,,,
Phase 4 (Compute & WASM),ruv-swarm-ml,crate,1.0.5,Swarm/ML,ML integration for swarm agents,,,user_list,https://github.com/ruvnet/ruv-FANN,https://crates.io/crates/ruv-swarm-ml,"ruv-swarm-core, ruv-fann, ndarray",3.0,Rust,,,,,,needs_verification,,,,,,,,,,"ruv-swarm-core, ruv-fann, ndarray",ruv-swarm-ml-training,QuDAG/rev.io,"ml, swarm",
Phase 4: Swarm/mesh + distributed inference,OpenCue Distributed Scheduler (Rust),repo,,L4: Compute/Scheduler,Standalone Rust scheduler module from OpenCue for large-scale dispatching,cluster nodes; host inventory; job queue,gRPC/HTTP (OpenCue ecosystem),https://github.com/AcademySoftwareFoundation/OpenCue,https://github.com/AcademySoftwareFoundation/OpenCue,,,,Rust,repo,,,2025.0,,defer,ok,,,P1,Heavyweight but proven architecture; consider if you want render-farm-grade scheduling primitives.,option_2,,,,,,,,
Phase 4: Swarm/mesh + distributed inference,kube,crate,,L4: Compute/Scheduler,Kubernetes client + controller runtime for Rust (custom controllers/schedulers),K8s control plane; CRDs; node pool,K8s API,https://crates.io/crates/kube,,https://crates.io/crates/kube,,,Rust,crate,,,2025.0,,defer,ok,,,P2,"If you accept Kubernetes, it provides a mature scheduler substrate; conflicts with 'personal-hardware P2P no k8s' stance.",option_3,,,,,,,,
Phase 3: Agent kernel/policy/memory/telemetry,tracing-appender,crate,,L3: Observability/Audit,Non-blocking log writer utilities for tracing (file appender + dedicated thread),audit log store; telemetry exporters,Rust API,https://crates.io/crates/tracing-appender,,https://crates.io/crates/tracing-appender,,,Rust,crate,,,2025.0,,keep,ok,,,P1,High-throughput logging primitive; combine with write-once backend to form audit log store.,,,,,,,,,
Phase 1: Foundation (env/configs/redox),cross,crate,,L0: Build/Cross-Compile,Cross-compilation helper (cross-rs),build pipeline,CLI,https://crates.io/crates/cross,,https://crates.io/crates/cross,,,Rust,crate,,,2025.0,,candidate,,,,P2,,candidate,,,Useful if you accept container-based toolchains; otherwise use native cross toolchains + cargo configs.,,,,,
,smol-rs/smol,repo,,L3: Runtime/Async,Small async runtime,"agents runtimes, network services",Rust APIs,https://github.com/smol-rs/smol,https://github.com/smol-rs/smol,,,,Rust,repo,,,2025.0,,candidate,conflict,blocking,,P1,Overlapping solutions in same layer; select one primary implementation to avoid duplicated glue and divergent schemas.,,,,,,,,,
Phase 3 (Swarm & P2P),ruv-swarm-daa,crate,1.0.6,Swarm/DAA,DAA integration,,,user_list,https://github.com/ruvnet/ruv-FANN,https://crates.io/crates/ruv-swarm-daa,"ruv-swarm-core, daa-rules, serde",3.0,Rust,,,,,,needs_verification,,,,,,,,,,"ruv-swarm-core, daa-rules, serde",,QuDAG/rev.io,"swarm, daa",
Phase 3: Agent kernel/policy/memory/telemetry,tracing,repo,,L3: Observability,"Structured, async-aware tracing instrumentation ecosystem",telemetry; audit events; logs,Rust API,https://github.com/tokio-rs/tracing,https://github.com/tokio-rs/tracing,,,,Rust,repo,,,2025.0,,keep,ok,,,P1,Baseline instrumentation for all services; needed for audit pipelines.,,,,,,,,,
,apache/datafusion,repo,,L3: Data/Query,Query engine,"Analytics, logs, telemetry queries",Rust APIs,https://github.com/apache/datafusion,https://github.com/apache/datafusion,,,,Rust,repo,,,2025.0,,candidate,conflict,"agent-memory, agents-persistence, rbatis, ruvector",,P1,Overlapping solutions in same layer; select one primary implementation to avoid duplicated glue and divergent schemas.,,,,,,,,,
"Phase 2 (Gateway, Identity & Policy)",ruv-swarm-mcp,crate,0.2.0,Swarm/Integration,MCP integration for RUV Swarm,,,user_list,https://github.com/ruvnet/ruv-FANN,https://crates.io/crates/ruv-swarm-mcp,"ruv-swarm-core, serde_json, tokio",3.0,Rust,,,,,,needs_verification,,,,,,,,,,"ruv-swarm-core, serde_json, tokio",,QuDAG/rev.io,"mcp, swarm",
Phase 4 (Compute & WASM),ruv-swarm-ml-training,crate,1.0.5,Swarm/ML,Training pipeline for swarm ML,,,user_list,https://github.com/ruvnet/ruv-FANN,https://crates.io/crates/ruv-swarm-ml-training,"ruv-swarm-ml, rayon, serde",3.0,Rust,,,,,,needs_verification,,,,,,,,,,"ruv-swarm-ml, rayon, serde",,QuDAG/rev.io,"ml, training",
Phase 1: Foundation (env/configs/redox),include_packed,crate,,L0: Assets/Embedding,Efficient replacement for include_bytes!,packaging,macro/API,https://crates.io/crates/include_packed,,https://crates.io/crates/include_packed,,,Rust,crate,,,2025.0,,candidate,,,,P2,,candidate,,,Evaluate vs rust-embed/include-bytes-zstd depending on compression and determinism needs.,,,,,
Phase 3: Agent kernel/policy/memory/telemetry,tracing (candidate),crate,,L3: Observability,Structured tracing instrumentation,telemetry + logs + events,Rust APIs,https://crates.io/crates/tracing,,https://crates.io/crates/tracing,,,Rust,crate,,,2025.0,,defer,gap,,,P1,Baseline observability instrumentation used across Rust services.,,,,,,,,,
"Phase 1 (Foundation: configs, storage, CAS)",ruv-swarm-persistence,crate,1.0.5,Swarm/Storage,Persistence layer (SQLite/ORM via sqlx),,,user_list,https://github.com/ruvnet/ruv-FANN,https://crates.io/crates/ruv-swarm-persistence,"ruv-swarm-core, sqlx, serde",3.0,Rust,,,,,,needs_verification,,,,,,,,,,"ruv-swarm-core, sqlx, serde",,QuDAG/rev.io,"storage, sql",
"Phase 1 (Foundation: configs, storage, CAS)",ruv-swarm-tools now integrated into ruv-swarm-mcp,crate,1.0.5,Swarm/Utilities,Helper utilities,,,user_list,,https://crates.io/crates/ruv-swarm-tools,"ruv-swarm-core, tokio",2.0,Rust,,,,,now integrated into ruv-swarm-mcp,needs_verification,,,,,,,,,,"ruv-swarm-core, tokio",,QuDAG/rev.io,utils,
Phase 4 (Compute & WASM),ruv-swarm-wasm,crate,1.0.5,swarm/wasm,WASM bindings for ruv-swarm orchestration,,,user_list,,https://crates.io/crates/ruv-swarm-wasm,wasm-bindgen; serde-wasm-bindgen; ruv-swarm-core,2.0,Rust,,,,,User-supplied crate meta; verify deps in Cargo.toml when available.,needs_verification,,,,,,,,,,"ruv-swarm-core, wasm-bindgen",,QuDAG/rev.io,"wasm, swarm",
Phase 1: Foundation (env/configs/redox),include_packed_macros,crate,,L0: Assets/Embedding,Macro support crate for include_packed ecosystem,include_packed,proc-macro,https://crates.io/crates/include_packed_macros,,https://crates.io/crates/include_packed_macros,,,Rust,crate,,,2025.0,,candidate,,,,P2,,option_2,,,Companion macros for include_packed; active updates observed in 2025—pin exact version during lock.,,,,,
,block/goose,repo,,L3: Agent Platform,Agent framework/tooling,MCP/tools/inference,Varies,https://github.com/block/goose,https://github.com/block/goose,,,,Rust,repo,,,2025.0,,candidate,conflict,"agent-adapters, agent-kernel, agent-policy, agent-tools, agents-core, agents-runtime, agents-sdk, agents-toolkit, agentsmith, autogpt, claude-agent-sdk-rs, daa-orchestrator, mxp-agents, rigs, swarms-rs, tiny-agent-rs",,P1,Overlapping solutions in same layer; select one primary implementation to avoid duplicated glue and divergent schemas.,,,,,,,,,
Phase 4 (Compute & WASM),v-fold,crate,0.1.0,Reasoning/Core,Recursive context folding framework,,,user_list,,https://crates.io/crates/v-fold,"serde, tokio, anyhow",3.0,Rust,,,,,,needs_verification,,,,,,,,,,"serde, tokio, anyhow",v-fold-wasm,QuDAG/rev.io,reasoning,
Phase 4: Swarm/mesh + distributed inference,wasmtime (candidate),crate,,L5: Edge/WASM,WASM runtime candidate for component/WASI execution,WASM modules <-> host functions,WASM/WASI,https://crates.io/crates/wasmtime,,https://crates.io/crates/wasmtime,,,Rust,crate,,,2025.0,,defer,gap,,,P1,Add a real WASM runtime to back qudag-wasm/component-model work.,,,,,,,,,
Phase 3: Agent kernel/policy/memory/telemetry,sled (candidate),crate,,L3: Storage,Embedded KV store candidate for local state,supervisor/state/audit log,Rust APIs,https://crates.io/crates/sled,,https://crates.io/crates/sled,,,Rust,crate,,,2025.0,,defer,gap,,,P2,Lightweight local store option; choose based on durability needs.,,,,,,,,,
Phase 3: Agent kernel/policy/memory/telemetry,opentelemetry (candidate),crate,,L3: Observability,Telemetry export standard,dashboards/collectors,OTLP,https://crates.io/crates/opentelemetry,,https://crates.io/crates/opentelemetry,,,Rust,crate,,,2025.0,,defer,gap,,,P2,Standard for cross-node telemetry export.,,,,,,,,,
Phase 4: Swarm/mesh + distributed inference,k8s-openapi,crate,,L4: Compute/Scheduler,Auto-generated Kubernetes resource types from OpenAPI spec,kube + controllers,Rust API,https://crates.io/crates/k8s-openapi,,https://crates.io/crates/k8s-openapi,,,Rust,crate,,,2025.0,,defer,ok,,,P2,Supporting crate for kube-based schedulers.,,,,,,,,,
Phase 3: Agent kernel/policy/memory/telemetry,hdi,crate,,L3: Audit/Integrity,Holochain Deterministic Integrity; data model + integrity toolset; underpins source-chain validation,holochain runtime; audit log semantics,HDI API,https://crates.io/crates/hdi,,https://crates.io/crates/hdi,,,Rust,crate,,,2025.0,,candidate,ok,,,P2,Integrity/audit layer inside Holochain; relevant if adopting Holochain substrate.,,,,,,,,,
Phase 3: Agent kernel/policy/memory/telemetry,cedar-policy/cedar,repo,,L3: Policy Engine,Upstream Cedar Rust implementation repo,cedar-policy crate; tooling,Rust,https://github.com/cedar-policy/cedar,https://github.com/cedar-policy/cedar,,,,Rust,repo,,,2025.0,,keep,ok,,,P1,Upstream source for Cedar crates; useful for vendoring/customization.,,,,,,,,,
Phase 3: Agent kernel/policy/memory/telemetry,hdk,crate,,L3: Capabilities,Holochain Development Kit; includes capability grants/claims mechanisms,holochain conductor; agent authz,HDK API,https://crates.io/crates/hdk,,https://crates.io/crates/hdk,,,Rust,crate,,,2025.0,,candidate,ok,,,P2,Provides baked-in function-level capability system if you use Holochain app model.,,,,,,,,,
Phase 3: Agent kernel/policy/memory/telemetry,provenance-rs,crate,,L3: Audit/Provenance,Recursive cryptographic provenance/signing history for files,artifact pipeline; audit log store,Rust API,https://crates.io/crates/provenance-rs,,https://crates.io/crates/provenance-rs,,,Rust,crate,,,2025.0,,defer,ok,,,P2,Useful for signed history chains; verify fit vs Sigstore/TUF pipeline.,,,,,,,,,
Phase 3 (Swarm & P2P),ruv-swarm-agents,crate,1.0.5,Swarm/Agents,Packaged specialized agents,,,user_list,https://github.com/ruvnet/ruv-FANN,https://crates.io/crates/ruv-swarm-agents,"ruv-swarm-core, serde, async-trait",3.0,Rust,,,,,,needs_verification,,,,,,,,,,"ruv-swarm-core, serde, async-trait",,QuDAG/rev.io,swarm,
Phase 1: Foundation (env/configs/redox),WSL2 + QEMU-on-Windows (Redox dev wrapper),component,,L0: Dev/Emulation,Develop on Windows using WSL2 for build; run QEMU as Windows binary,Redox image build; kernel test loops,QEMU; disk images,https://gitlab.redox-os.org/redox-os/redox/-/merge_requests/1630/commits,,,,,,,,,2025.0,,keep,ok,,,P0,,yes,QEMU inside WSL2,Full VM (Hyper-V/VMware),Fastest dev loop on Windows while keeping OS artifacts consistent.,,,,,
Phase 0: Docs/Runbooks/Policy,Packaging Strategy (dev portability),component,,L0/L6: Dev Packaging,Choose initial wrapper for portability and fast dev loops,Redox builds; toolchain; test harness,Build profiles; image formats,internal,,,,,,,,,2025.0,,keep,ok,,,P0,,yes,Native Windows build env (MSYS2) + QEMU,Linux host + MicroVM (Firecracker/Kata),"Windows can run QEMU, but Redox build tooling commonly expects Unix utilities; use WSL2 for consistent build env, or use native Windows with MSYS2 if you want all-Windows.",,,,,
Phase 3: Agent kernel/policy/memory/telemetry,governor,crate,,L3: Policy/Quota,GCRA rate limiter to enforce per-resource quotas/backpressure,scheduler; tool gateway; API limits,Rust API,https://crates.io/crates/governor,,https://crates.io/crates/governor,,,Rust,crate,,,2025.0,,keep,ok,,,P1,Practical enforcement for resource quotas; useful inside scheduler and gateway.,,,,,,,,,
Phase 3: Agent kernel/policy/memory/telemetry,zbus_systemd,crate,,L3: Supervisor (OS-level),Pure-Rust library to interact with systemd DBus services,node agents; services,D-Bus,https://crates.io/crates/zbus_systemd,,https://crates.io/crates/zbus_systemd,,,Rust,crate,,,2025.0,,candidate,ok,,,P1,Alternative systemd DBus integration; broad interface coverage.,,,,,,,,,
Phase 3: Agent kernel/policy/memory/telemetry,systemd-zbus,crate,,L3: Supervisor (OS-level),systemd D-Bus client (via zbus) to manage systemd units and lifecycle,node agents; services; boot/update integration,D-Bus,https://crates.io/crates/systemd-zbus,,https://crates.io/crates/systemd-zbus,,,Rust,crate,,,2025.0,,candidate,ok,,,P1,Production-grade process supervision when running on Linux host OS; provides unit control via D-Bus.,,,,,,,,,
Phase 3: Agent kernel/policy/memory/telemetry,foxtive-supervisor,crate,,L3: Supervisor,"Async supervisor for long-running background tasks (consumers, loops, servers)",agent-kernel; task hubs; background loops,Rust API,https://crates.io/crates/foxtive-supervisor,,https://crates.io/crates/foxtive-supervisor,,,Rust,crate,,,2025.0,,candidate,ok,,,P0,Purpose-built async task supervisor for keeping critical loops alive.,,,,,,,,,
Phase 3: Agent kernel/policy/memory/telemetry,rust_supervisor,crate,,L3: Supervisor,OTP-style supervisor (OneForOne/OneForAll) for fault-tolerant task trees,agent-kernel; runtimes; long-running tasks,Rust API,https://crates.io/crates/rust_supervisor,,https://crates.io/crates/rust_supervisor,,,Rust,crate,,,2025.0,,candidate,ok,,,P0,Direct supervisor building-block for agent lifecycle; OTP-style restart strategies.,,,,,,,,,
Phase 2: Core runtime + MCP/tooling,age (candidate),crate,,L1: Security/Secrets,File/key encryption candidate,vault/artifacts,CLI/Rust APIs,https://crates.io/crates/age,,https://crates.io/crates/age,,,Rust,crate,,,2025.0,,defer,gap,,,P2,Candidate for encrypting artifacts at rest on nodes.,,,,,,,,,
Phase 4 (Compute & WASM),tc-core,crate,0.1.0,Time/Core,Temporal Consciousness core types,,,user_list,,https://crates.io/crates/tc-core,"serde, chrono",2.0,Rust,,,,,,needs_verification,,,,,,,,,,"serde, chrono",tc-scheduler,QuDAG/rev.io,time,
Phase 4 (Compute & WASM),tc-scheduler,crate,0.1.0,Time/Scheduler,Real-time scheduler with causal deps,,,user_list,,https://crates.io/crates/tc-scheduler,"tc-core, tokio",2.0,Rust,,,,,,needs_verification,,,,,,,,,,"tc-core, tokio",,QuDAG/rev.io,"scheduler, time",
Phase 4 (Compute & WASM),qvm-scheduler,crate,0.1.0,Compute/Scheduling,Quantum job scheduler (OpenQASM3),,,user_list,,https://crates.io/crates/qvm-scheduler,"serde, tokio, openqasm3",3.0,Rust,,,,,,needs_verification,,,,,,,,,,"serde, tokio, openqasm3",,QuDAG/rev.io,"quantum, scheduler",
"Phase 2 (Gateway, Identity & Policy)",scotty-mcp-server,crate,0.1.0,MCP/Server,System tools MCP server,,,user_list,,https://crates.io/crates/scotty-mcp-server,"serde_json, tokio",2.0,Rust,,,,,,needs_verification,,,,,,,,,,"serde_json, tokio",,QuDAG/rev.io,mcp,
Phase 3 (Swarm & P2P),swarm-discovery,crate,0.1.0,Swarm/Discovery,Peer discovery + registry,,,user_list,,https://crates.io/crates/swarm-discovery,"libp2p, serde",2.0,Rust,,,,,,needs_verification,,,,,,,,,,"libp2p, serde",,QuDAG/rev.io,"p2p, discovery",
Phase 3: Agent kernel/policy/memory/telemetry,Supervisor + agent lifecycle manager,component,,L3: Supervisor,"Spawn/stop/restart, health checks, resource limits, state checkpoints",agent-kernel; telemetry; inference; swarm fabric,Supervisor API,,,,,,,component,,,2025.0,"nan; Candidate implementations added: rust_supervisor, foxtive-supervisor; OS-level alternative: systemd-zbus/zbus_systemd.",candidate,ok,,agent-kernel; telemetry,P0,"Without a supervisor, 'agentic OS' becomes unmanageable and unsafe.",,,,,,,,,
Phase 4 (Compute & WASM),temporal-logic-engine,crate,0.1.0,Reasoning/Logic,Temporal logic evaluation engine,,,user_list,,https://crates.io/crates/temporal-logic-engine,"serde, nom",2.0,Rust,,,,,,needs_verification,,,,,,,,,,"serde, nom",,QuDAG/rev.io,"logic, reasoning",
"Phase 1 (Foundation: configs, storage, CAS)",uv-ray,crate,0.1.0,Observability,Tracing/observability tool,,,user_list,,https://crates.io/crates/uv-ray,"serde, tokio",2.0,Rust,,,,,,needs_verification,,,,,,,,,,"serde, tokio",,QuDAG/rev.io,observability,
,swarms-rs,crate,0.2.1,L3: Agent Platform,Multi-agent orchestration crate (mentions MCP support),"Calls MCP servers (e.g., qudag-mcp); can use libp2p","MCP, Rust APIs",https://crates.io/crates/swarms-rs,,https://crates.io/crates/swarms-rs,,,,,,,2025.0,,candidate,conflict,"agent-adapters, agent-kernel, agent-policy, agent-tools, agents-core, agents-runtime, agents-sdk, agents-toolkit, agentsmith, autogpt, block/goose, claude-agent-sdk-rs, daa-orchestrator, mxp-agents, rigs, tiny-agent-rs",,P1,Overlapping solutions in same layer; select one primary implementation to avoid duplicated glue and divergent schemas.,,,,,,,,,
,rigs,crate,0.0.8,L3: Agent Platform,Graph/workflow-oriented agent orchestration crate,Connects tools/models/state stores,Rust APIs,https://crates.io/crates/rigs,,https://crates.io/crates/rigs,,,,,,,2025.0,,candidate,conflict,"agent-adapters, agent-kernel, agent-policy, agent-tools, agents-core, agents-runtime, agents-sdk, agents-toolkit, agentsmith, autogpt, block/goose, claude-agent-sdk-rs, daa-orchestrator, mxp-agents, swarms-rs, tiny-agent-rs",,P1,Overlapping solutions in same layer; select one primary implementation to avoid duplicated glue and divergent schemas.,,,,,,,,,
Phase 5 (Dev tools & UX),vortex-cli,crate,0.1.0,Compute/CLI,CLI for vortex,,,user_list,,https://crates.io/crates/vortex-cli,"vortex-core, clap, tokio",3.0,Rust,,,,,,needs_verification,,,,,,,,,,"vortex-core, clap, tokio",,QuDAG/rev.io,cli,
Phase 4: Swarm/mesh + distributed inference,Distributed resource scheduler,component,,L4: Compute,Cross-node scheduling of inference/jobs with quotas and backpressure,dynamo-llm; ruvllm; candle-vllm; libp2p fabric,Scheduler API,,,,,,,component,,,2025.0,nan; Candidate implementations added: distributed-scheduler; heavy-duty alt: OpenCue Rust scheduler; Kubernetes path: kube + k8s-openapi.,candidate,ok,,Swarm fabric + telemetry + identity,P0,Hive-mind compute needs quota enforcement; otherwise noisy-neighbor and denial-of-wallet issues.,,,,,,,,,
Phase 3 (Swarm & P2P),v-swarm-discovery,crate,0.1.0,Swarm/Discovery,Peer discovery for v-swarm,,,user_list,,https://crates.io/crates/v-swarm-discovery,"v-fold, libp2p, serde",3.0,Rust,,,,,,needs_verification,,,,,,,,,,"v-fold, libp2p, serde",,QuDAG/rev.io,"discovery, swarm",
Phase 5 (Dev tools & UX),ruv-swarm-reasoning-cli,crate,1.0.5,Swarm/CLI,CLI for reasoning loops,,,user_list,,https://crates.io/crates/ruv-swarm-reasoning-cli,"clap, ruv-swarm-core, ruv-swarm-reasoning, tokio",4.0,Rust,,,,,,needs_verification,,,,,,,,,,"clap, ruv-swarm-core, ruv-swarm-reasoning, tokio",,QuDAG/rev.io,cli,
Phase 3: Agent kernel/policy/memory/telemetry,Audit log + tamper-evident event store,component,,L3: Observability,"Append-only log of tool calls, capability use, state transitions",telemetry; storage; policies,Event schema,,,,,,,component,,,2025.0,nan; Logging primitives added: tracing + tracing-appender; alternative full audit chain via Holochain source chain; provenance-rs candidate for signed histories.,candidate,ok,,Storage; identity; signing,P0,"Required for postmortems, trust, and rollback decisions.",,,,,,,,,
Phase 3: Agent kernel/policy/memory/telemetry,Capability governor service,component,,L3: Policy,Dynamic grant/revoke/attenuation of capabilities based on intent and context,agent-policy; tool gateways; supervisor,Policy API,,,,,,,component,,,2025.0,nan; Capability primitives candidate added: cap-std; gateway enforcement via agentgateway; Holochain alternative via hdk capabilities.,candidate,ok,,agent-policy + kernel capability model,P0,This is the core missing 'agentic' ingredient: intent-aware authority control.,,,,,,,,,
Phase 4 (Compute & WASM),ruv-swarm-reasoning,crate,1.0.5,Swarm/Reasoning,Reasoning engine for swarm agents,,,user_list,,https://crates.io/crates/ruv-swarm-reasoning,"ruv-swarm-core, serde",2.0,Rust,,,,,,needs_verification,,,,,,,,,,"ruv-swarm-core, serde",,QuDAG/rev.io,"reasoning, swarm",
Phase 4 (Compute & WASM),v-strange-loop,crate,0.1.0,Reasoning/Research,Self-referential loops,,,user_list,,https://crates.io/crates/v-strange-loop,"petgraph, serde, tokio",3.0,Rust,,,,,,needs_verification,,,,,,,,,,"petgraph, serde, tokio",,QuDAG/rev.io,research,
Phase 4 (Compute & WASM),v-quantum-logic,crate,0.1.0,Reasoning/Math,Quantum-inspired probabilistic logic,,,user_list,,https://crates.io/crates/v-quantum-logic,"ndarray, serde, rand",3.0,Rust,,,,,,needs_verification,,,,,,,,,,"ndarray, serde, rand",,QuDAG/rev.io,"quantum, logic",
Phase 4 (Compute & WASM),v-fold-wasm,crate,0.1.0,Reasoning/WASM,WASM bindings for v-fold,,,user_list,,https://crates.io/crates/v-fold-wasm,"v-fold, wasm-bindgen, js-sys",3.0,Rust,,,,,,needs_verification,,,,,,,,,,"v-fold, wasm-bindgen, js-sys",,QuDAG/rev.io,wasm,
,ruvector-cli,crate,0.1.22,vector/ops,CLI (and claimed MCP server) for ruvector,ruvector services,CLI,https://crates.io/crates/ruvector-cli,,https://crates.io/crates/ruvector-cli,clap; tokio; serde; ruvector-core,3.0,Rust,crate,,,2025.0,User-supplied; confirm MCP server functionality exists.,,,,,,,,,,,,,,,
,agent-cli,crate,,L7: Ops/CLI,Agent AI command line (crate),agent frameworks/inference,CLI,https://crates.io/crates/agent-cli,,https://crates.io/crates/agent-cli,"rand, serde",2.0,Rust,crate,,,2025.0,Dependencies partial.,,,,,,,,,,,,,,,
,ruvector,repo,,L3: Memory/RAG,Rust-native distributed vector DB + graph queries + WASM support,Used by agents/orchestrators for retrieval; can run as service,HTTP/Rust APIs/WASM,https://github.com/ruvnet/ruvector,https://github.com/ruvnet/ruvector,,,,,,,,2025.0,,candidate,conflict,"agent-memory, agents-persistence, apache/datafusion, rbatis",,P1,Overlapping solutions in same layer; select one primary implementation to avoid duplicated glue and divergent schemas.,,,,,,,,,
Phase 1: Foundation (env/configs/redox),zerocopy,crate,0.8.31,L0: Foundation/Perf,Zero-copy parsing/serialization,network/storage/perf paths,Rust APIs,https://crates.io/crates/zerocopy,,https://crates.io/crates/zerocopy,,,Rust,crate,,,2025.0,Dependencies not expanded yet; will be auto-filled later via cargo metadata.,,,,,,,,,,,,,,,
Phase 5: UI/Apps + Ops,todozi,crate,0.1.1,L7: Ops/CLI,Todo/task CLI,agent task hub; workflows,CLI,https://crates.io/crates/todozi,,https://crates.io/crates/todozi,,,Rust,crate,,,2025.0,Dependencies not expanded yet; will be auto-filled later via cargo metadata.,,,,,,,,,,,,,,,
Phase 3: Agent kernel/policy/memory/telemetry,agent-telemetry,crate,0.3.2,L3: Observability,Telemetry/metrics/tracing layer,supervisor/agents,Rust APIs,https://crates.io/crates/agent-telemetry,,https://crates.io/crates/agent-telemetry,,,Rust,crate,,,2025.0,Dependencies not expanded yet; will be auto-filled later via cargo metadata.,,,,,,,,,,,,,,,
Phase 0: Docs/Runbooks/Policy,Runbooks/Wiki/Pages System,component,,L7: Governance/Docs,SSoT wiki + runbooks with triggers/escalations + policy pages for swarm/agent governance,all phases,Markdown; diagrams; policy schemas,internal,,,,,,,,,2025.0,,keep,ok,,,P0,,yes,,,"Define policies, runbooks, and acceptance criteria before Phase 1 build work.",,,,,
Phase 5: UI/Apps + Ops,Ops console + fleet dashboard,component,,L7: Ops,"Fleet visibility, node health, update status, incident actions",telemetry; supervisor; updater,Web/CLI,,,,,,,component,,,2025.0,,missing,gap,,Telemetry + auth,P1,Needed to run heterogeneous personal-hardware swarm at scale.,,,,,,,,,
Phase 4: Swarm/mesh + distributed inference,WASM runtime (component model ready),component,,L5: Edge/WASM,Stable sandbox runtime for cross-platform agent modules and tools,qudag-wasm; webassembly component model experiments,WASM/WASI,,,,,,,component,,,2025.0,,missing,gap,,WASI standard + host functions,P1,"You referenced WASM component model; need a concrete runtime decision (e.g., wasmtime) for portability.",,,,,,,,,
Phase 2: Core runtime + MCP/tooling,A/B updater + rollback manager,component,,L6: Update/Deployment,Atomic update orchestration and rollback triggers (A/B),Boot chain; artifact store; telemetry,Update manifests,,,,,,,component,,,2025.0,,missing,gap,,Boot chain; signing; storage,P0,Your Pijul preference covers source; you still need artifact-level A/B deploy/rollback.,,,,,,,,,
Phase 1: Foundation (env/configs/redox),indexmap,crate,2.12.1,L0: Foundation/Util,Ordered hash map/set utility,used across codebase,Rust APIs,https://crates.io/crates/indexmap,,https://crates.io/crates/indexmap,,,Rust,crate,,,2025.0,Dependencies not expanded yet; will be auto-filled later via cargo metadata.,,,,,,,,,,,,,,,
Phase 1: Foundation (env/configs/redox),Reproducible toolchain lockfile,component,,L0: Build,Pinned Rust toolchain + pinned dependencies + SBOM outputs,All crates/repos,"cargo, rust-toolchain.toml, SBOM",,,,,,,component,,,2025.0,,missing,gap,,Pijul/source + build system,P0,Without deterministic builds you cannot debug swarm regressions across heterogeneous nodes.,,,,,,,,,
Phase 1: Foundation (env/configs/redox),Boot chain + UEFI image builder,component,,L0: Boot/Platform,"UEFI boot artifacts, initfs/fs image build pipeline, reproducible images",Redox OS; QEMU; hardware targets,UEFI,,,,,,,component,,,2025.0,,missing,gap,,"Redox OS, build toolchain",P0,Required to boot/ship across hardware; currently implied but not represented as a component.,,,,,,,,,
Phase 2: Core runtime + MCP/tooling,mxp,crate,0.3.0,L3: Protocol/Interop,MXP protocol crate,mxp-agents; mxpnexus-*,Rust APIs,https://crates.io/crates/mxp,,https://crates.io/crates/mxp,,,Rust,crate,,,2025.0,Dependencies not expanded yet; will be auto-filled later via cargo metadata.,,,,,,,,,,,,,,,
Phase 3: Agent kernel/policy/memory/telemetry,agents-macros,crate,0.0.27,L3: Agent Platform,Macros for agents-core,agents-core,Rust macros,https://crates.io/crates/agents-macros,,https://crates.io/crates/agents-macros,,,Rust,crate,,,2025.0,Dependencies not expanded yet; will be auto-filled later via cargo metadata.,,,,,,,,,,,,,,,
Phase 4: Swarm/mesh + distributed inference,agents-aws,crate,0.0.27,L3: Providers,AWS provider integrations,agents-core/runtime,Rust APIs,https://crates.io/crates/agents-aws,,https://crates.io/crates/agents-aws,,,Rust,crate,,,2025.0,Dependencies not expanded yet; will be auto-filled later via cargo metadata.,,,,,,,,,,,,,,,
